Temperature,Humidity,WindSpeed,AirQuality
19.36350297118406,21.885751141204054,12.840632923085755,59.38465033379602
33.767857660247905,58.184624675826825,1.6827992999009767,52.493841946899785
28.299848545285126,38.8613588645796,3.2325742818922754,68.06714523092096
24.966462104925917,50.514241469882165,17.971083770541586,60.94130300123905
13.900466011060914,74.45398843556558,12.128581193191799,35.572296743086845
13.899863008405067,34.9575337489325,0.18394103233259296,50.94587863796295
11.452090304204987,44.62297538213778,2.029430857320642,44.10134700902919
31.654403644373378,65.33306831258292,13.270035382161115,61.00376544829956
25.02787529358022,33.72788992949735,0.10123167692437374,51.83612547180444
27.70181444490114,24.618794589727578,3.216161028349973,59.31831440567555
10.51461235739506,37.38508717482608,10.974675787331723,53.59762787483412
34.247746304049855,29.673277235240263,13.837903953853864,69.66936486198364
30.811066020010543,75.78185914055439,13.039225190052012,48.15944670363111
15.308477766956905,68.48722277386501,4.485386189211196,43.62990400626407
14.545624180177516,58.00422539062541,14.243584426950717,47.5703157842441
14.585112746335845,72.28763541126307,4.744981749936001,40.99187765302756
17.60605607398844,68.22032461394687,6.5079939631853545,55.93863250456593
23.11891079080595,31.194203533162153,14.929828102360483,61.824471674283465
20.798625466052894,73.55353990939867,12.992657980944294,43.28198237375477
17.28072850495105,52.36053451493904,16.98446820988356,57.85290754772666
25.296322368059485,68.44640930984374,13.152257846006867,63.51533766092622
13.487346516301045,73.7654779954096,11.366172066709431,50.56275558183717
17.303616213380455,39.08020849831183,1.8734953565618495,43.80096518422635
19.159046082342293,26.603115471660605,7.354316061188671,54.04402440086437
21.4017496054259,33.6761097525165,5.304047353634509,61.891422804233116
29.62939903482534,45.626467317575376,4.8797928675816715,53.61499658607818
14.991844553958995,69.08088595534959,19.460211095048912,51.736905555155396
22.85586096034029,71.64383499538062,7.861954493335208,53.33092009624127
24.810364221551062,20.417127831871444,17.840931103542268,59.039383517573505
11.161260317999943,50.64483815465394,12.622772519945258,48.94086750374376
25.18862129753596,45.04466018892674,15.896226070832968,42.147909731887154
14.263103092182288,33.326468628243816,10.052741862103842,48.36014217240208
11.626289824631987,27.19192204002097,11.538077692527182,52.57334305510415
33.722138431333335,40.25691028421768,9.850353876377278,55.52587741191207
